Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8162505475251861,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6160183066361556,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7623902577173606,0.9377838328792006
latency_ms,0.08727242640638581,0.059688138272539853,0.0671729465038485,0.23028650045708193
tamper_resistance,0.8705,0.8765,0.5945,0.9275
detection_rate,0.888329519450801,0.8892448512585812,0.6160183066361556,0.9450800915331807
true_positives,1941,1943,1346,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,839,120
