Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8175646079719667,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6187643020594966,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7644896805202149,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6187643020594966,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.08903111588573748,0.06110789323657216,0.06825893634356693,0.23395347845851983
tamper_resistance,0.8775,0.872,0.595,0.925
detection_rate,0.888329519450801,0.8892448512585812,0.6187643020594966,0.9450800915331807
throughput_sps,11232.028151634086,16364.498054753996,14650.096435237598,4274.354057861555
true_positives,1941,1943,1352,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,833,120
