Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9170378619153675,0.9175946547884187,0.8179287305122495,0.9398663697104677
precision,0.9253365973072215,0.9254278728606357,1.0,0.9289044289044289
recall,0.8957345971563981,0.8969194312796208,0.6125592417061612,0.9443127962085308
f1,0.9102950030102348,0.9109506618531888,0.7597354886113152,0.936545240893067
sensitivity,0.8957345971563981,0.8969194312796208,0.6125592417061612,0.9443127962085308
specificity,0.9359243697478992,0.9359243697478992,1.0,0.9359243697478992
latency_ms,0.08907907524193848,0.06048331547420646,0.0702740089399512,0.23083073524695993
tamper_resistance,0.8791469194312796,0.8886255924170616,0.5959715639810427,0.9241706161137441
detection_rate,0.8957345971563981,0.8969194312796208,0.6125592417061612,0.9443127962085308
throughput_sps,11225.980930807862,16533.485179503048,14230.012135133706,4332.178723644082
true_positives,756,757,517,797
true_negatives,891,891,952,891
false_positives,61,61,0,61
false_negatives,88,87,327,47
