Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9119274175702589,0.9089400309803054,0.8150033193184333,0.9373755255587519
precision,0.9242685025817556,0.9237623762376238,1.0,0.928322085175704
recall,0.8850953614315987,0.8787379326583471,0.6063103367082646,0.9392512361667059
f1,0.904257878277604,0.9006878243031254,0.7549105834066256,0.9337546816479402
sensitivity,0.8850953614315987,0.8787379326583471,0.6063103367082646,0.9392512361667059
specificity,0.9357127948236277,0.9357127948236277,1.0,0.9357127948236277
latency_ms,0.09261298216557867,0.05936158339147363,0.07124473679828074,0.22922730282308465
tamper_resistance,0.8725,0.865,0.5905,0.925
detection_rate,0.8850953614315987,0.8787379326583471,0.6063103367082646,0.9392512361667059
true_positives,3759,3732,2575,3989
true_negatives,4483,4483,4791,4483
false_positives,308,308,0,308
false_negatives,488,515,1672,258
