Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.911925601750547,0.911925601750547,0.8282275711159738,0.9327133479212254
precision,0.9065868263473054,0.9065868263473054,1.0,0.9106529209621993
recall,0.9011904761904762,0.9011904761904762,0.6261904761904762,0.9464285714285714
f1,0.9038805970149253,0.9038805970149253,0.7701317715959004,0.9281961471103326
sensitivity,0.9011904761904762,0.9011904761904762,0.6261904761904762,0.9464285714285714
specificity,0.9210526315789473,0.9210526315789473,1.0,0.9210526315789473
latency_ms,0.09071605210752925,0.06220429418384377,0.06905491555545731,0.23654631504083878
tamper_resistance,0.8857142857142857,0.8845238095238095,0.5976190476190476,0.9285714285714286
detection_rate,0.9011904761904762,0.9011904761904762,0.6261904761904762,0.9464285714285714
throughput_sps,11023.407398887477,16076.060553705769,14481.228337712035,4227.501915755289
true_positives,757,757,526,795
true_negatives,910,910,988,910
false_positives,78,78,0,78
false_negatives,83,83,314,45
