Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8186596583442839,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6210526315789474,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7662337662337663,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6210526315789474,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.08712810118679827,0.059031677830913745,0.06747705289996928,0.22838672315453
tamper_resistance,0.8755,0.8745,0.5915,0.921
detection_rate,0.888329519450801,0.8892448512585812,0.6210526315789474,0.9450800915331807
throughput_sps,11477.35330368385,16940.057215794048,14819.852928112325,4378.538236320263
true_positives,1941,1943,1357,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,828,120
