Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8169075777485765,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6173913043478261,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7634408602150538,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6173913043478261,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.08750311700701453,0.060252855077836266,0.06779019267633199,0.2318337148498455
tamper_resistance,0.8715,0.868,0.6,0.931
detection_rate,0.888329519450801,0.8892448512585812,0.6173913043478261,0.9450800915331807
throughput_sps,11428.164323790166,16596.723901434594,14751.396338030121,4313.436467373531
true_positives,1941,1943,1349,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,836,120
