Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9170378619153675,0.9175946547884187,0.8157015590200446,0.9398663697104677
precision,0.9253365973072215,0.9254278728606357,1.0,0.9289044289044289
recall,0.8957345971563981,0.8969194312796208,0.6078199052132701,0.9443127962085308
f1,0.9102950030102348,0.9109506618531888,0.7560795873249815,0.936545240893067
sensitivity,0.8957345971563981,0.8969194312796208,0.6078199052132701,0.9443127962085308
specificity,0.9359243697478992,0.9359243697478992,1.0,0.9359243697478992
latency_ms,0.08908252673584528,0.0613841553838853,0.06898819470989678,0.23717497929698375
tamper_resistance,0.8791469194312796,0.8744075829383886,0.5876777251184834,0.9289099526066351
detection_rate,0.8957345971563981,0.8969194312796208,0.6078199052132701,0.9443127962085308
throughput_sps,11225.545981259387,16290.848896530099,14495.233629537835,4216.29635201877
true_positives,756,757,513,797
true_negatives,891,891,952,891
false_positives,61,61,0,61
false_negatives,88,87,331,47
