Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8180026281208935,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6196796338672769,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7651879061881887,0.9377838328792006
latency_ms,0.08892365521210825,0.0594729558449276,0.06201514746607054,0.2273972286135807
tamper_resistance,0.875,0.8685,0.5965,0.922
detection_rate,0.888329519450801,0.8892448512585812,0.6196796338672769,0.9450800915331807
true_positives,1941,1943,1354,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,831,120
