Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8190976784932107,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6219679633867277,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7669300225733634,0.9377838328792006
latency_ms,0.08955651398974973,0.06061633114641401,0.06814531417358773,0.25092291821527
tamper_resistance,0.871,0.868,0.5995,0.93
detection_rate,0.888329519450801,0.8892448512585812,0.6219679633867277,0.9450800915331807
true_positives,1941,1943,1359,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,826,120
