Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.911925601750547,0.911925601750547,0.8265864332603938,0.9327133479212254
precision,0.9065868263473054,0.9065868263473054,1.0,0.9106529209621993
recall,0.9011904761904762,0.9011904761904762,0.6226190476190476,0.9464285714285714
f1,0.9038805970149253,0.9038805970149253,0.7674247982391783,0.9281961471103326
sensitivity,0.9011904761904762,0.9011904761904762,0.6226190476190476,0.9464285714285714
specificity,0.9210526315789473,0.9210526315789473,1.0,0.9210526315789473
latency_ms,0.09073574642122965,0.0634398189102273,0.06858994715584185,0.23024243911976885
tamper_resistance,0.8869047619047619,0.8821428571428571,0.5892857142857143,0.9345238095238095
detection_rate,0.9011904761904762,0.9011904761904762,0.6226190476190476,0.9464285714285714
throughput_sps,11021.014753740183,15762.97059446346,14579.395982445065,4343.2479425733245
true_positives,757,757,523,795
true_negatives,910,910,988,910
false_positives,78,78,0,78
false_negatives,83,83,317,45
